Date,Hour,load,zone
10/7/2017,10:00,2671,PSEI
10/7/2017,10:00,11351,SCE
10/7/2017,10:00,2166,SDGE
10/7/2017,10:00,47,VEA
10/7/2017,11:00,2987,AZPS
10/7/2017,11:00,24532,CA ISO
10/7/2017,11:00,3621,NEVP
10/7/2017,11:00,4451,PACE
10/7/2017,11:00,2133,PACW
10/7/2017,11:00,10404,PGE
10/7/2017,11:00,2175,PGE-NEW
10/7/2017,11:00,2646,PSEI
10/7/2017,11:00,11862,SCE
10/7/2017,11:00,2219,SDGE
10/7/2017,11:00,47,VEA
10/7/2017,12:00,3214,AZPS
10/7/2017,12:00,25216,CA ISO
10/7/2017,12:00,3779,NEVP
10/7/2017,12:00,4433,PACE
10/7/2017,12:00,2094,PACW
10/7/2017,12:00,10432,PGE
10/7/2017,12:00,2149,PGE-NEW
10/7/2017,12:00,2599,PSEI
10/7/2017,12:00,12409,SCE
10/7/2017,12:00,2325,SDGE
10/7/2017,12:00,50,VEA
10/7/2017,13:00,3485,AZPS
10/7/2017,13:00,26332,CA ISO
10/7/2017,13:00,3965,NEVP
10/7/2017,13:00,4444,PACE
10/7/2017,13:00,2072,PACW
10/7/2017,13:00,10632,PGE
10/7/2017,13:00,2121,PGE-NEW
10/7/2017,13:00,2533,PSEI
10/7/2017,13:00,13192,SCE
10/7/2017,13:00,2456,SDGE
10/7/2017,13:00,52,VEA
10/7/2017,14:00,3761,AZPS
10/7/2017,14:00,27620,CA ISO
10/7/2017,14:00,4160,NEVP
10/7/2017,14:00,4501,PACE
10/7/2017,14:00,2035,PACW
10/7/2017,14:00,10947,PGE
10/7/2017,14:00,2092,PGE-NEW
10/7/2017,14:00,2501,PSEI
10/7/2017,14:00,14004,SCE
10/7/2017,14:00,2614,SDGE
10/7/2017,14:00,55,VEA
10/7/2017,15:00,4008,AZPS
10/7/2017,15:00,29031,CA ISO
10/7/2017,15:00,4346,NEVP
10/7/2017,15:00,4566,PACE
10/7/2017,15:00,2022,PACW
10/7/2017,15:00,11422,PGE
10/7/2017,15:00,2085,PGE-NEW
10/7/2017,15:00,2501,PSEI
10/7/2017,15:00,14755,SCE
10/7/2017,15:00,2795,SDGE
10/7/2017,15:00,59,VEA
10/7/2017,16:00,4169,AZPS
10/7/2017,16:00,30134,CA ISO
10/7/2017,16:00,4455,NEVP
10/7/2017,16:00,4644,PACE
10/7/2017,16:00,2034,PACW
10/7/2017,16:00,11946,PGE
10/7/2017,16:00,2104,PGE-NEW
10/7/2017,16:00,2514,PSEI
10/7/2017,16:00,15176,SCE
10/7/2017,16:00,2950,SDGE
10/7/2017,16:00,62,VEA
10/7/2017,17:00,4169,AZPS
10/7/2017,17:00,30686,CA ISO
10/7/2017,17:00,4443,NEVP
10/7/2017,17:00,4708,PACE
10/7/2017,17:00,2057,PACW
10/7/2017,17:00,12448,PGE
10/7/2017,17:00,2128,PGE-NEW
10/7/2017,17:00,2566,PSEI
10/7/2017,17:00,15151,SCE
10/7/2017,17:00,3025,SDGE
10/7/2017,17:00,62,VEA
10/7/2017,18:00,4021,AZPS
10/7/2017,18:00,30501,CA ISO
10/7/2017,18:00,4419,NEVP
10/7/2017,18:00,4832,PACE
10/7/2017,18:00,2112,PACW
10/7/2017,18:00,12702,PGE
10/7/2017,18:00,2152,PGE-NEW
10/7/2017,18:00,2648,PSEI
10/7/2017,18:00,14723,SCE
10/7/2017,18:00,3017,SDGE
10/7/2017,18:00,59,VEA
10/7/2017,19:00,3805,AZPS
10/7/2017,19:00,30517,CA ISO
10/7/2017,19:00,4350,NEVP
10/7/2017,19:00,4827,PACE
10/7/2017,19:00,2168,PACW
10/7/2017,19:00,12946,PGE
10/7/2017,19:00,2222,PGE-NEW
10/7/2017,19:00,2738,PSEI
10/7/2017,19:00,14504,SCE
10/7/2017,19:00,3011,SDGE
10/7/2017,19:00,56,VEA
10/7/2017,20:00,3561,AZPS
10/7/2017,20:00,29275,CA ISO
10/7/2017,20:00,4173,NEVP
10/7/2017,20:00,4687,PACE
10/7/2017,20:00,2114,PACW
10/7/2017,20:00,12574,PGE
10/7/2017,20:00,2168,PGE-NEW
10/7/2017,20:00,2671,PSEI
10/7/2017,20:00,13791,SCE
10/7/2017,20:00,2857,SDGE
10/7/2017,20:00,53,VEA
10/7/2017,21:00,3354,AZPS
10/7/2017,21:00,27734,CA ISO
10/7/2017,21:00,3978,NEVP
10/7/2017,21:00,4477,PACE
10/7/2017,21:00,2021,PACW
10/7/2017,21:00,12043,PGE
10/7/2017,21:00,2069,PGE-NEW
10/7/2017,21:00,2560,PSEI
10/7/2017,21:00,12971,SCE
10/7/2017,21:00,2671,SDGE
10/7/2017,21:00,49,VEA
10/7/2017,22:00,3110,AZPS
10/7/2017,22:00,25847,CA ISO
10/7/2017,22:00,3755,NEVP
10/7/2017,22:00,4232,PACE
10/7/2017,22:00,1905,PACW
10/7/2017,22:00,11322,PGE
10/7/2017,22:00,1932,PGE-NEW
10/7/2017,22:00,2381,PSEI
10/7/2017,22:00,12030,SCE
10/7/2017,22:00,2450,SDGE
10/7/2017,22:00,45,VEA
10/7/2017,23:00,2871,AZPS
10/7/2017,23:00,23896,CA ISO
10/7/2017,23:00,3521,NEVP
10/7/2017,23:00,4027,PACE
10/7/2017,23:00,1782,PACW
10/7/2017,23:00,10542,PGE
10/7/2017,23:00,1790,PGE-NEW
10/7/2017,23:00,2193,PSEI
10/7/2017,23:00,11076,SCE
10/7/2017,23:00,2237,SDGE
10/7/2017,23:00,41,VEA
10/8/2017,0:00,2684,AZPS
10/8/2017,0:00,22450,CA ISO
10/8/2017,0:00,3311,NEVP
10/8/2017,0:00,3881,PACE
10/8/2017,0:00,1690,PACW
10/8/2017,0:00,9903,PGE
10/8/2017,0:00,1681,PGE-NEW
10/8/2017,0:00,2047,PSEI
10/8/2017,0:00,10402,SCE
10/8/2017,0:00,2106,SDGE
10/8/2017,0:00,39,VEA
10/8/2017,1:00,2554,AZPS
10/8/2017,1:00,21332,CA ISO
10/8/2017,1:00,3154,NEVP
10/8/2017,1:00,3807,PACE
10/8/2017,1:00,1628,PACW
10/8/2017,1:00,9471,PGE
10/8/2017,1:00,1604,PGE-NEW
10/8/2017,1:00,1955,PSEI
10/8/2017,1:00,9823,SCE
10/8/2017,1:00,2001,SDGE
10/8/2017,1:00,37,VEA
10/8/2017,2:00,2471,AZPS
10/8/2017,2:00,20552,CA ISO
10/8/2017,2:00,3060,NEVP
10/8/2017,2:00,3778,PACE
10/8/2017,2:00,1604,PACW
10/8/2017,2:00,9126,PGE
10/8/2017,2:00,1561,PGE-NEW
10/8/2017,2:00,1910,PSEI
10/8/2017,2:00,9473,SCE
10/8/2017,2:00,1916,SDGE
10/8/2017,2:00,37,VEA
10/8/2017,3:00,2423,AZPS
10/8/2017,3:00,20059,CA ISO
10/8/2017,3:00,3003,NEVP
10/8/2017,3:00,3782,PACE
10/8/2017,3:00,1602,PACW
10/8/2017,3:00,8948,PGE
10/8/2017,3:00,1553,PGE-NEW
10/8/2017,3:00,1898,PSEI
10/8/2017,3:00,9207,SCE
10/8/2017,3:00,1866,SDGE
10/8/2017,3:00,38,VEA
10/8/2017,4:00,2403,AZPS
10/8/2017,4:00,19870,CA ISO
10/8/2017,4:00,2986,NEVP
10/8/2017,4:00,3820,PACE
10/8/2017,4:00,1631,PACW
10/8/2017,4:00,8898,PGE
10/8/2017,4:00,1560,PGE-NEW
10/8/2017,4:00,1923,PSEI
10/8/2017,4:00,9084,SCE
10/8/2017,4:00,1850,SDGE
10/8/2017,4:00,38,VEA
10/8/2017,5:00,2424,AZPS
10/8/2017,5:00,20000,CA ISO
10/8/2017,5:00,3010,NEVP
10/8/2017,5:00,3921,PACE
10/8/2017,5:00,1712,PACW
10/8/2017,5:00,8953,PGE
10/8/2017,5:00,1612,PGE-NEW
10/8/2017,5:00,2011,PSEI
10/8/2017,5:00,9155,SCE
10/8/2017,5:00,1852,SDGE
10/8/2017,5:00,40,VEA
10/8/2017,6:00,2431,AZPS
10/8/2017,6:00,20508,CA ISO
10/8/2017,6:00,3047,NEVP
10/8/2017,6:00,4046,PACE
10/8/2017,6:00,1842,PACW
10/8/2017,6:00,9201,PGE
10/8/2017,6:00,1715,PGE-NEW
10/8/2017,6:00,2175,PSEI
10/8/2017,6:00,9353,SCE
10/8/2017,6:00,1911,SDGE
10/8/2017,6:00,43,VEA
10/8/2017,7:00,2412,AZPS
10/8/2017,7:00,20626,CA ISO
10/8/2017,7:00,3025,NEVP
10/8/2017,7:00,4183,PACE
10/8/2017,7:00,1989,PACW
10/8/2017,7:00,9368,PGE
10/8/2017,7:00,1857,PGE-NEW
10/8/2017,7:00,2370,PSEI
10/8/2017,7:00,9279,SCE
10/8/2017,7:00,1934,SDGE
10/8/2017,7:00,45,VEA
10/8/2017,8:00,2427,AZPS
10/8/2017,8:00,20999,CA ISO
10/8/2017,8:00,3158,NEVP
10/8/2017,8:00,4288,PACE
10/8/2017,8:00,2136,PACW
10/8/2017,8:00,9486,PGE
10/8/2017,8:00,2010,PGE-NEW
10/8/2017,8:00,2566,PSEI
10/8/2017,8:00,9498,SCE
10/8/2017,8:00,1969,SDGE
10/8/2017,8:00,46,VEA
10/8/2017,9:00,2473,AZPS
10/8/2017,9:00,21348,CA ISO
10/8/2017,9:00,3346,NEVP
10/8/2017,9:00,4365,PACE
10/8/2017,9:00,2175,PACW
10/8/2017,9:00,9514,PGE
10/8/2017,9:00,2116,PGE-NEW
10/8/2017,9:00,2659,PSEI
10/8/2017,9:00,9774,SCE
10/8/2017,9:00,2013,SDGE
10/8/2017,9:00,47,VEA
10/8/2017,10:00,2560,AZPS
10/8/2017,10:00,21640,CA ISO
10/8/2017,10:00,3495,NEVP
10/8/2017,10:00,4375,PACE
10/8/2017,10:00,2135,PACW
10/8/2017,10:00,9472,PGE
10/8/2017,10:00,2152,PGE-NEW
10/8/2017,10:00,2665,PSEI
10/8/2017,10:00,10118,SCE
10/8/2017,10:00,2003,SDGE
10/8/2017,10:00,47,VEA
10/8/2017,11:00,2711,AZPS
10/8/2017,11:00,21904,CA ISO
10/8/2017,11:00,3633,NEVP
10/8/2017,11:00,4481,PACE
10/8/2017,11:00,2085,PACW
10/8/2017,11:00,9417,PGE
10/8/2017,11:00,2144,PGE-NEW
10/8/2017,11:00,2633,PSEI
10/8/2017,11:00,10438,SCE
10/8/2017,11:00,2000,SDGE
10/8/2017,11:00,49,VEA
10/8/2017,12:00,2923,AZPS
10/8/2017,12:00,22085,CA ISO
10/8/2017,12:00,3770,NEVP
10/8/2017,12:00,4451,PACE
10/8/2017,12:00,2041,PACW
10/8/2017,12:00,9426,PGE
10/8/2017,12:00,2134,PGE-NEW
10/8/2017,12:00,2597,PSEI
10/8/2017,12:00,10627,SCE
10/8/2017,12:00,1981,SDGE
10/8/2017,12:00,51,VEA
10/8/2017,13:00,3196,AZPS
10/8/2017,13:00,22721,CA ISO
10/8/2017,13:00,3939,NEVP
10/8/2017,13:00,4480,PACE
10/8/2017,13:00,2020,PACW
10/8/2017,13:00,9570,PGE
10/8/2017,13:00,2098,PGE-NEW
10/8/2017,13:00,2548,PSEI
10/8/2017,13:00,11083,SCE
10/8/2017,13:00,2013,SDGE
10/8/2017,13:00,55,VEA
10/8/2017,14:00,3480,AZPS
10/8/2017,14:00,23582,CA ISO
10/8/2017,14:00,4170,NEVP
10/8/2017,14:00,4511,PACE
10/8/2017,14:00,2005,PACW
10/8/2017,14:00,9849,PGE
10/8/2017,14:00,2074,PGE-NEW
10/8/2017,14:00,2493,PSEI
10/8/2017,14:00,11570,SCE
10/8/2017,14:00,2105,SDGE
10/8/2017,14:00,58,VEA
10/8/2017,15:00,3747,AZPS
10/8/2017,15:00,24626,CA ISO
10/8/2017,15:00,4387,NEVP
10/8/2017,15:00,4597,PACE
10/8/2017,15:00,2004,PACW
10/8/2017,15:00,10258,PGE
10/8/2017,15:00,2080,PGE-NEW
10/8/2017,15:00,2469,PSEI
10/8/2017,15:00,12081,SCE
10/8/2017,15:00,2226,SDGE
10/8/2017,15:00,61,VEA
10/8/2017,16:00,3949,AZPS
10/8/2017,16:00,25693,CA ISO
10/8/2017,16:00,4509,NEVP
10/8/2017,16:00,4663,PACE
10/8/2017,16:00,2047,PACW
10/8/2017,16:00,10846,PGE
10/8/2017,16:00,2108,PGE-NEW
10/8/2017,16:00,2495,PSEI
10/8/2017,16:00,12429,SCE
10/8/2017,16:00,2353,SDGE
10/8/2017,16:00,65,VEA
10/8/2017,17:00,4033,AZPS
10/8/2017,17:00,26750,CA ISO
10/8/2017,17:00,4521,NEVP
10/8/2017,17:00,4709,PACE
10/8/2017,17:00,2126,PACW
10/8/2017,17:00,11607,PGE
10/8/2017,17:00,2176,PGE-NEW
10/8/2017,17:00,2594,PSEI
10/8/2017,17:00,12594,SCE
10/8/2017,17:00,2484,SDGE
10/8/2017,17:00,65,VEA
10/8/2017,18:00,3973,AZPS
10/8/2017,18:00,27569,CA ISO
10/8/2017,18:00,4508,NEVP
10/8/2017,18:00,4907,PACE
10/8/2017,18:00,2205,PACW
10/8/2017,18:00,12120,PGE
10/8/2017,18:00,2246,PGE-NEW
10/8/2017,18:00,2711,PSEI
10/8/2017,18:00,12753,SCE
10/8/2017,18:00,2635,SDGE
10/8/2017,18:00,61,VEA
10/8/2017,19:00,3837,AZPS
10/8/2017,19:00,28442,CA ISO
10/8/2017,19:00,4472,NEVP
10/8/2017,19:00,4908,PACE
10/8/2017,19:00,2315,PACW
10/8/2017,19:00,12624,PGE
10/8/2017,19:00,2349,PGE-NEW
10/8/2017,19:00,2850,PSEI
10/8/2017,19:00,13040,SCE
10/8/2017,19:00,2718,SDGE
10/8/2017,19:00,60,VEA
10/8/2017,20:00,3635,AZPS
10/8/2017,20:00,27733,CA ISO
10/8/2017,20:00,4225,NEVP
10/8/2017,20:00,4760,PACE
10/8/2017,20:00,2261,PACW
10/8/2017,20:00,12331,PGE
10/8/2017,20:00,2298,PGE-NEW
10/8/2017,20:00,2786,PSEI
10/8/2017,20:00,12721,SCE
10/8/2017,20:00,2626,SDGE
10/8/2017,20:00,55,VEA
10/8/2017,21:00,3421,AZPS
10/8/2017,21:00,26409,CA ISO
10/8/2017,21:00,3940,NEVP
10/8/2017,21:00,4490,PACE
10/8/2017,21:00,2133,PACW
10/8/2017,21:00,11774,PGE
10/8/2017,21:00,2166,PGE-NEW
10/8/2017,21:00,2623,PSEI
10/8/2017,21:00,12116,SCE
10/8/2017,21:00,2469,SDGE
10/8/2017,21:00,50,VEA
10/8/2017,22:00,3175,AZPS
10/8/2017,22:00,24521,CA ISO
10/8/2017,22:00,3647,NEVP
10/8/2017,22:00,4243,PACE
10/8/2017,22:00,1964,PACW
10/8/2017,22:00,10908,PGE
10/8/2017,22:00,1978,PGE-NEW
10/8/2017,22:00,2392,PSEI
10/8/2017,22:00,11301,SCE
10/8/2017,22:00,2267,SDGE
10/8/2017,22:00,45,VEA
10/8/2017,23:00,2907,AZPS
10/8/2017,23:00,22697,CA ISO
10/8/2017,23:00,3382,NEVP
10/8/2017,23:00,4085,PACE
10/8/2017,23:00,1824,PACW
10/8/2017,23:00,10089,PGE
10/8/2017,23:00,1801,PGE-NEW
10/8/2017,23:00,2176,PSEI
10/8/2017,23:00,10497,SCE
10/8/2017,23:00,2069,SDGE
10/8/2017,23:00,42,VEA
10/9/2017,0:00,2722,AZPS
10/9/2017,0:00,21541,CA ISO
10/9/2017,0:00,3194,NEVP
10/9/2017,0:00,4009,PACE
10/9/2017,0:00,1736,PACW
10/9/2017,0:00,9502,PGE
10/9/2017,0:00,1692,PGE-NEW
10/9/2017,0:00,2052,PSEI
10/9/2017,0:00,10013,SCE
10/9/2017,0:00,1987,SDGE
10/9/2017,0:00,39,VEA
10/9/2017,1:00,2594,AZPS
10/9/2017,1:00,20712,CA ISO
10/9/2017,1:00,3086,NEVP
10/9/2017,1:00,3979,PACE
10/9/2017,1:00,1714,PACW
10/9/2017,1:00,9130,PGE
10/9/2017,1:00,1644,PGE-NEW
10/9/2017,1:00,2000,PSEI
10/9/2017,1:00,9625,SCE
10/9/2017,1:00,1919,SDGE
10/9/2017,1:00,38,VEA
10/9/2017,2:00,2501,AZPS
10/9/2017,2:00,20374,CA ISO
10/9/2017,2:00,3012,NEVP
10/9/2017,2:00,3980,PACE
10/9/2017,2:00,1709,PACW
10/9/2017,2:00,8857,PGE
10/9/2017,2:00,1630,PGE-NEW
10/9/2017,2:00,1991,PSEI
10/9/2017,2:00,9627,SCE
10/9/2017,2:00,1852,SDGE
10/9/2017,2:00,38,VEA
10/9/2017,3:00,2467,AZPS
10/9/2017,3:00,20277,CA ISO
10/9/2017,3:00,2987,NEVP
10/9/2017,3:00,4061,PACE
10/9/2017,3:00,1746,PACW
10/9/2017,3:00,8815,PGE
10/9/2017,3:00,1648,PGE-NEW
10/9/2017,3:00,2030,PSEI
10/9/2017,3:00,9593,SCE
10/9/2017,3:00,1831,SDGE
10/9/2017,3:00,38,VEA
10/9/2017,4:00,2507,AZPS
10/9/2017,4:00,20741,CA ISO
10/9/2017,4:00,3026,NEVP
10/9/2017,4:00,4253,PACE
10/9/2017,4:00,1859,PACW
10/9/2017,4:00,9020,PGE
10/9/2017,4:00,1730,PGE-NEW
10/9/2017,4:00,2168,PSEI
10/9/2017,4:00,9812,SCE
10/9/2017,4:00,1869,SDGE
10/9/2017,4:00,40,VEA
10/9/2017,5:00,2641,AZPS
10/9/2017,5:00,21902,CA ISO
10/9/2017,5:00,3166,NEVP
10/9/2017,5:00,4640,PACE
10/9/2017,5:00,2098,PACW
10/9/2017,5:00,9588,PGE
10/9/2017,5:00,1954,PGE-NEW
10/9/2017,5:00,2473,PSEI
10/9/2017,5:00,10302,SCE
10/9/2017,5:00,1968,SDGE
10/9/2017,5:00,44,VEA
10/9/2017,6:00,2786,AZPS
10/9/2017,6:00,23964,CA ISO
10/9/2017,6:00,3370,NEVP
10/9/2017,6:00,5023,PACE
10/9/2017,6:00,2464,PACW
10/9/2017,6:00,10552,PGE
10/9/2017,6:00,2305,PGE-NEW
10/9/2017,6:00,2888,PSEI
10/9/2017,6:00,11168,SCE
10/9/2017,6:00,2195,SDGE
10/9/2017,6:00,49,VEA
10/9/2017,7:00,2808,AZPS
10/9/2017,7:00,25137,CA ISO
10/9/2017,7:00,3407,NEVP
10/9/2017,7:00,5075,PACE
10/9/2017,7:00,2703,PACW
10/9/2017,7:00,11271,PGE
10/9/2017,7:00,2523,PGE-NEW
10/9/2017,7:00,3159,PSEI
10/9/2017,7:00,11512,SCE
10/9/2017,7:00,2302,SDGE
10/9/2017,7:00,52,VEA
10/9/2017,8:00,2781,AZPS
10/9/2017,8:00,25608,CA ISO
10/9/2017,8:00,3485,NEVP
10/9/2017,8:00,5041,PACE
10/9/2017,8:00,2683,PACW
10/9/2017,8:00,11417,PGE
10/9/2017,8:00,2530,PGE-NEW
10/9/2017,8:00,3165,PSEI
10/9/2017,8:00,11771,SCE
10/9/2017,8:00,2368,SDGE
10/9/2017,8:00,52,VEA
10/9/2017,9:00,2762,AZPS
10/9/2017,9:00,25835,CA ISO
10/9/2017,9:00,3542,NEVP
10/9/2017,9:00,5009,PACE
10/9/2017,9:00,2592,PACW
10/9/2017,9:00,11371,PGE
10/9/2017,9:00,2509,PGE-NEW
10/9/2017,9:00,3085,PSEI
10/9/2017,9:00,11972,SCE
10/9/2017,9:00,2441,SDGE
10/9/2017,9:00,51,VEA
10/9/2017,10:00,2803,AZPS
10/9/2017,10:00,26043,CA ISO
10/9/2017,10:00,3598,NEVP
10/9/2017,10:00,4969,PACE
10/9/2017,10:00,2492,PACW
10/9/2017,10:00,11312,PGE
10/9/2017,10:00,2468,PGE-NEW
10/9/2017,10:00,3008,PSEI
10/9/2017,10:00,12248,SCE
10/9/2017,10:00,2432,SDGE
10/9/2017,10:00,51,VEA
10/9/2017,11:00,2886,AZPS
10/9/2017,11:00,26264,CA ISO
10/9/2017,11:00,3619,NEVP
10/9/2017,11:00,4922,PACE
10/9/2017,11:00,2394,PACW
10/9/2017,11:00,11293,PGE
10/9/2017,11:00,2413,PGE-NEW
10/9/2017,11:00,2908,PSEI
10/9/2017,11:00,12489,SCE
10/9/2017,11:00,2431,SDGE
10/9/2017,11:00,51,VEA
10/9/2017,12:00,2995,AZPS
10/9/2017,12:00,26485,CA ISO
10/9/2017,12:00,3639,NEVP
10/9/2017,12:00,4894,PACE
10/9/2017,12:00,2362,PACW
10/9/2017,12:00,11241,PGE
10/9/2017,12:00,2385,PGE-NEW
10/9/2017,12:00,2834,PSEI
10/9/2017,12:00,12719,SCE
10/9/2017,12:00,2474,SDGE
10/9/2017,12:00,51,VEA
10/9/2017,13:00,3166,AZPS
10/9/2017,13:00,27118,CA ISO
10/9/2017,13:00,3683,NEVP
10/9/2017,13:00,4869,PACE
10/9/2017,13:00,2348,PACW
10/9/2017,13:00,11418,PGE
10/9/2017,13:00,2370,PGE-NEW
10/9/2017,13:00,2772,PSEI
10/9/2017,13:00,13098,SCE
10/9/2017,13:00,2550,SDGE
10/9/2017,13:00,52,VEA
10/9/2017,14:00,3357,AZPS
10/9/2017,14:00,27870,CA ISO
10/9/2017,14:00,3733,NEVP
10/9/2017,14:00,4855,PACE
10/9/2017,14:00,2325,PACW
10/9/2017,14:00,11697,PGE
10/9/2017,14:00,2344,PGE-NEW
10/9/2017,14:00,2722,PSEI
10/9/2017,14:00,13453,SCE
10/9/2017,14:00,2667,SDGE
10/9/2017,14:00,53,VEA
10/9/2017,15:00,3556,AZPS
10/9/2017,15:00,28717,CA ISO
10/9/2017,15:00,3787,NEVP
10/9/2017,15:00,4862,PACE
10/9/2017,15:00,2302,PACW
10/9/2017,15:00,12047,PGE
10/9/2017,15:00,2341,PGE-NEW
10/9/2017,15:00,2699,PSEI
10/9/2017,15:00,13821,SCE
10/9/2017,15:00,2795,SDGE
10/9/2017,15:00,54,VEA
10/9/2017,16:00,3717,AZPS
10/9/2017,16:00,29438,CA ISO
10/9/2017,16:00,3830,NEVP
10/9/2017,16:00,4879,PACE
10/9/2017,16:00,2297,PACW
10/9/2017,16:00,12462,PGE
10/9/2017,16:00,2350,PGE-NEW
10/9/2017,16:00,2721,PSEI
10/9/2017,16:00,14022,SCE
10/9/2017,16:00,2899,SDGE
10/9/2017,16:00,55,VEA
10/9/2017,17:00,3786,AZPS
10/9/2017,17:00,29833,CA ISO
10/9/2017,17:00,3854,NEVP
10/9/2017,17:00,4930,PACE
10/9/2017,17:00,2325,PACW
10/9/2017,17:00,12852,PGE
10/9/2017,17:00,2389,PGE-NEW
10/9/2017,17:00,2804,PSEI
10/9/2017,17:00,13998,SCE
10/9/2017,17:00,2928,SDGE
10/9/2017,17:00,55,VEA
10/9/2017,18:00,3802,AZPS
10/9/2017,18:00,30282,CA ISO
10/9/2017,18:00,3979,NEVP
10/9/2017,18:00,5159,PACE
10/9/2017,18:00,2406,PACW
10/9/2017,18:00,13117,PGE
10/9/2017,18:00,2468,PGE-NEW
10/9/2017,18:00,2939,PSEI
10/9/2017,18:00,14128,SCE
10/9/2017,18:00,2982,SDGE
10/9/2017,18:00,55,VEA
10/9/2017,19:00,3740,AZPS
10/9/2017,19:00,30790,CA ISO
10/9/2017,19:00,4040,NEVP
10/9/2017,19:00,5179,PACE
10/9/2017,19:00,2478,PACW
10/9/2017,19:00,13401,PGE
10/9/2017,19:00,2544,PGE-NEW
10/9/2017,19:00,3040,PSEI
10/9/2017,19:00,14330,SCE
10/9/2017,19:00,3004,SDGE
10/9/2017,19:00,55,VEA
10/9/2017,20:00,3565,AZPS
10/9/2017,20:00,29673,CA ISO
10/9/2017,20:00,3947,NEVP
10/9/2017,20:00,4999,PACE
10/9/2017,20:00,2409,PACW
10/9/2017,20:00,12939,PGE
10/9/2017,20:00,2460,PGE-NEW
10/9/2017,20:00,2951,PSEI
10/9/2017,20:00,13821,SCE
10/9/2017,20:00,2861,SDGE
10/9/2017,20:00,52,VEA
10/9/2017,21:00,3352,AZPS
10/9/2017,21:00,28011,CA ISO
10/9/2017,21:00,3769,NEVP
10/9/2017,21:00,4689,PACE
10/9/2017,21:00,2271,PACW
10/9/2017,21:00,12215,PGE
10/9/2017,21:00,2300,PGE-NEW
10/9/2017,21:00,2753,PSEI
10/9/2017,21:00,13104,SCE
10/9/2017,21:00,2644,SDGE
10/9/2017,21:00,48,VEA
10/9/2017,22:00,3082,AZPS
10/9/2017,22:00,25786,CA ISO
10/9/2017,22:00,3535,NEVP
10/9/2017,22:00,4390,PACE
10/9/2017,22:00,2108,PACW
10/9/2017,22:00,11252,PGE
10/9/2017,22:00,2084,PGE-NEW
10/9/2017,22:00,2475,PSEI
10/9/2017,22:00,12114,SCE
10/9/2017,22:00,2375,SDGE
10/9/2017,22:00,45,VEA
10/9/2017,23:00,2822,AZPS
10/9/2017,23:00,23703,CA ISO
10/9/2017,23:00,3310,NEVP
10/9/2017,23:00,4203,PACE
10/9/2017,23:00,1946,PACW
10/9/2017,23:00,10410,PGE
10/9/2017,23:00,1889,PGE-NEW
10/9/2017,23:00,2226,PSEI
10/9/2017,23:00,11117,SCE
10/9/2017,23:00,2134,SDGE
10/9/2017,23:00,42,VEA
10/10/2017,0:00,2641,AZPS
10/10/2017,0:00,22332,CA ISO
10/10/2017,0:00,3148,NEVP
10/10/2017,0:00,4104,PACE
10/10/2017,0:00,1836,PACW
10/10/2017,0:00,9841,PGE
10/10/2017,0:00,1763,PGE-NEW
10/10/2017,0:00,2074,PSEI
10/10/2017,0:00,10466,SCE
10/10/2017,0:00,1985,SDGE
10/10/2017,0:00,40,VEA
10/10/2017,1:00,2526,AZPS
10/10/2017,1:00,21354,CA ISO
10/10/2017,1:00,3041,NEVP
10/10/2017,1:00,4075,PACE
10/10/2017,1:00,1796,PACW
10/10/2017,1:00,9452,PGE
10/10/2017,1:00,1701,PGE-NEW
10/10/2017,1:00,2002,PSEI
10/10/2017,1:00,9982,SCE
10/10/2017,1:00,1881,SDGE
10/10/2017,1:00,39,VEA
10/10/2017,2:00,2449,AZPS
10/10/2017,2:00,20728,CA ISO
10/10/2017,2:00,2972,NEVP
10/10/2017,2:00,4078,PACE
10/10/2017,2:00,1779,PACW
10/10/2017,2:00,9193,PGE
10/10/2017,2:00,1668,PGE-NEW
10/10/2017,2:00,1976,PSEI
10/10/2017,2:00,9688,SCE
10/10/2017,2:00,1807,SDGE
10/10/2017,2:00,40,VEA
10/10/2017,3:00,2390,AZPS
10/10/2017,3:00,20483,CA ISO
10/10/2017,3:00,2959,NEVP
10/10/2017,3:00,4147,PACE
10/10/2017,3:00,1798,PACW
10/10/2017,3:00,9083,PGE
10/10/2017,3:00,1666,PGE-NEW
10/10/2017,3:00,2001,PSEI
10/10/2017,3:00,9572,SCE
10/10/2017,3:00,1787,SDGE
10/10/2017,3:00,41,VEA
10/10/2017,4:00,2427,AZPS
10/10/2017,4:00,20791,CA ISO
10/10/2017,4:00,2997,NEVP
10/10/2017,4:00,4358,PACE
10/10/2017,4:00,1868,PACW
10/10/2017,4:00,9263,PGE
10/10/2017,4:00,1735,PGE-NEW
10/10/2017,4:00,2120,PSEI
10/10/2017,4:00,9690,SCE
10/10/2017,4:00,1795,SDGE
10/10/2017,4:00,43,VEA
10/10/2017,5:00,2576,AZPS
10/10/2017,5:00,21981,CA ISO
10/10/2017,5:00,3138,NEVP
10/10/2017,5:00,4760,PACE
10/10/2017,5:00,2085,PACW
10/10/2017,5:00,9773,PGE
10/10/2017,5:00,1944,PGE-NEW
10/10/2017,5:00,2402,PSEI
10/10/2017,5:00,10241,SCE
10/10/2017,5:00,1919,SDGE
10/10/2017,5:00,48,VEA
10/10/2017,6:00,2733,AZPS
10/10/2017,6:00,24240,CA ISO
