Date,load,zone
1/7/2015 5:00:00 AM,82.00,VEA
1/7/2015 6:00:00 AM,11434.00,PGE
1/7/2015 6:00:00 AM,10756.00,SCE
1/7/2015 6:00:00 AM,2230.00,SDGE
1/7/2015 6:00:00 AM,90.00,VEA
1/7/2015 7:00:00 AM,12410.00,PGE
1/7/2015 7:00:00 AM,11194.00,SCE
1/7/2015 7:00:00 AM,2366.00,SDGE
1/7/2015 7:00:00 AM,92.00,VEA
1/7/2015 8:00:00 AM,12399.00,PGE
1/7/2015 8:00:00 AM,11370.00,SCE
1/7/2015 8:00:00 AM,2388.00,SDGE
1/7/2015 8:00:00 AM,81.00,VEA
1/7/2015 9:00:00 AM,12132.00,PGE
1/7/2015 9:00:00 AM,11512.00,SCE
1/7/2015 9:00:00 AM,2405.00,SDGE
1/7/2015 9:00:00 AM,72.00,VEA
1/7/2015 10:00:00 AM,12291.00,PGE
1/7/2015 10:00:00 AM,11674.00,SCE
1/7/2015 10:00:00 AM,2423.00,SDGE
1/7/2015 10:00:00 AM,63.00,VEA
1/7/2015 11:00:00 AM,12132.00,PGE
1/7/2015 11:00:00 AM,11806.00,SCE
1/7/2015 11:00:00 AM,2450.00,SDGE
1/7/2015 11:00:00 AM,58.00,VEA
1/7/2015 12:00:00 PM,12000.00,PGE
1/7/2015 12:00:00 PM,11881.00,SCE
1/7/2015 12:00:00 PM,2526.00,SDGE
1/7/2015 12:00:00 PM,54.00,VEA
1/7/2015 1:00:00 PM,11925.00,PGE
1/7/2015 1:00:00 PM,11963.00,SCE
1/7/2015 1:00:00 PM,2533.00,SDGE
1/7/2015 1:00:00 PM,52.00,VEA
1/7/2015 2:00:00 PM,12002.00,PGE
1/7/2015 2:00:00 PM,12010.00,SCE
