Category,v 2019  ,Plant ID,Plant Name,Unit,Status,Start Date,Retire Date,Prime mover ID,Prime Mover,Capacity,net MWh,Primary,Primary,Secondary,Secondary
,,,,,,,,,Description,,,Fuel Use MMBTU,Energy Source,Fuel Use MMBTU,Energy Source
S,2019,S9181,Kingsburg Solar (1 & 2),Unit 1,OP,12/1/2013,,PV,Photovoltaic,1.5,3556,0,SUN,0,UNK
S,2019,S9181,Kingsburg Solar (1 & 2),Unit 2,OP,12/1/2013,,PV,Photovoltaic,1.5,3556,0,SUN,0,UNK
H,2019,H0274,Kirkwood (RPS Certified),UNIT 1,OP,2/1/1967,,HY,Hydraulic Turbine (conventional),38.81,201073,0,WAT,0,UNK
H,2019,H0274,Kirkwood (RPS Certified),UNIT 2,OP,2/1/1967,,HY,Hydraulic Turbine (conventional),38.81,149646,0,WAT,0,UNK
H,2019,H0274,Kirkwood (RPS Certified),UNIT 3,OP,9/1/1987,,HY,Hydraulic Turbine (conventional),40.6,105083,0,WAT,0,UNK
G,2019,G0801,Kirkwood Meadows PUD,Unit 1-8,OP,3/26/2012,,IC,"Internal Combustion Engine (diesel, piston)",5,110,1248,DFO,0,UNK
S,2019,S0377,Kohl's - San Bernardino - Central,1,OP,8/24/2012,,PV,Photovoltaic,1,1722,0,SUN,0,N/A
S,2019,S0370,Kohl's - San Bernardino - Mill,1,OP,11/28/2007,,PV,Photovoltaic,1,1368.18,0,SUN,0,N/A
S,2019,S0144,Konoike Pacific California Inc,Unit 1,OP,4/8/2011,,PV,Photovoltaic,1.4,1799,0,SUN,0,UNK
S,2019,S0155,Kost (Fleshman Solar Farm),PV1,OP,11/19/2011,,PV,Photovoltaic,3,5504,0.01,SUN,0.01,UNK
W,2019,W0359,Kumeyaay Wind Farm,WPRS 1,OP,1/1/1987,,WT,Wind Turbine,50,156745,0,WND,0,N/A
G,2019,G0298,Kyocera Project,A4Y00333,OP,9/1/2012,,IC,"Internal Combustion Engine (diesel, piston)",2.06,5769,69457.9,NG,0,UNK
G,2019,G0298,Kyocera Project,A4Z00287,OP,9/1/2012,,IC,"Internal Combustion Engine (diesel, piston)",1.66,6319,76083.6,NG,0,UNK
S,2019,S0226,L-8 Solar Project,1,OP,5/17/2012,,PV,Photovoltaic,1.5,2175,0,SUN,0,UNK
S,2019,S0183,LA County MTA/Metro,SIP742152,OP,4/1/2009,,PV,Photovoltaic,1.05,1840,0,SUN,0,N/A
H,2019,H0276,La Grange,117954,OP,11/1/1989,,HY,Hydraulic Turbine (conventional),3,9466,0,WAT,0,UNK
H,2019,H0276,La Grange,342321,OP,11/1/1989,,HY,Hydraulic Turbine (conventional),1.2,1312,0,WAT,0,UNK
S,2019,S0152,LA Harbor College,1,OP,8/13/2010,,PV,Photovoltaic,1.15,1491,0,SUN,0,UNK
S,2019,S0152,LA Harbor College,2,OP,5/1/2011,,PV,Photovoltaic,0.96,1350,0,SUN,0,UNK
S,2019,S0179,La Joya Del Sol,1,OP,10/31/2012,,PV,Photovoltaic,1.5,2105.6,0,SUN,0,UNK
G,2019,G0781,La Paloma Generating,Gen-1,IS,1/6/2003,,CS,Combined Cycle - Single Shaft,300,334220,2465140,NG,0,UNK
G,2019,G0781,La Paloma Generating,Gen-2,IS,1/6/2003,,CS,Combined Cycle - Single Shaft,300,312749,2318670,NG,0,UNK
G,2019,G0781,La Paloma Generating,Gen-3,IS,3/7/2003,,CS,Combined Cycle - Single Shaft,300,98454.1,753723,NG,0,UNK
G,2019,G0781,La Paloma Generating,Gen-4,IS,3/7/2003,,CS,Combined Cycle - Single Shaft,300,291015,2180460,NG,0,UNK
G,2019,G9787,La Rosita (INTERGEN Mexicali Mexico),CTG-1C,OP,7/20/2003,,CT,Combined Cycle - Combustion Turbine portion,193.5,0.12,0.12,NG,0,UNK
G,2019,G9787,La Rosita (INTERGEN Mexicali Mexico),EBC-CTG_and_STG,OP,8/18/2003,,CS,Combined Cycle - Single Shaft,353,1298530,10139600,NG,0,UNK
G,2019,G0077,Laguna Water Reclamation Facility,Cogen1,OP,4/1/2013,,IC,"Internal Combustion Engine (diesel, piston)",1.1,3810,31200,OBG,0,NG
G,2019,G0077,Laguna Water Reclamation Facility,Cogen2,OP,4/1/2013,,IC,"Internal Combustion Engine (diesel, piston)",1.1,3810,31200,OBG,0,NG
G,2019,G0077,Laguna Water Reclamation Facility,Cogen3,OP,4/1/2013,,IC,"Internal Combustion Engine (diesel, piston)",1.1,3810,31200,OBG,0,NG
G,2019,G0077,Laguna Water Reclamation Facility,Cogen4,OP,4/1/2013,,IC,"Internal Combustion Engine (diesel, piston)",1.1,3810,31200,OBG,0,NG
G,2019,G0063,Lake 1,Lake 1,OP,6/22/2002,,GT,Combustion (gas) Turbine,60.5,15995,168990,NG,0,UNK
H,2019,H0613,Lake Hodges Station (Olivenhain Pumped Storage),Unit 1,OP,7/15/2011,,HY,Hydraulic Turbine (conventional),20,-12277,0,WAT,0,UNK
H,2019,H0613,Lake Hodges Station (Olivenhain Pumped Storage),Unit 2,OP,7/15/2011,,HY,Hydraulic Turbine (conventional),20,-11735,0,WAT,0,UNK
H,2019,H0282,Lake Mathews,1,OP,5/1/1980,,HY,Hydraulic Turbine (conventional),4.9,3733,0.01,WAT,0.01,UNK
H,2019,H0283,Lake Mendocino,G1,SB,5/1/1987,,HY,Hydraulic Turbine (conventional),1,3944,0,WAT,0,UNK
H,2019,H0283,Lake Mendocino,G2,SB,5/1/1987,,HY,Hydraulic Turbine (conventional),2.5,9860,0,WAT,0,UNK
T,2019,T0028,Lakeview #17,LVST17,OP,1/1/1982,,ST,Steam Turbine,120,491695,0,GEO,0,UNK
G,2019,G0915,Lambie Peaker,LA1JT1,OP,1/1/2003,,GT,Combustion (gas) Turbine,48.1,12245,145410,NG,0,UNK
S,2019,S0592,Lancaster B,Unit 1,OP,4/22/2017,,PV,Photovoltaic,3,7707.33,0,SUN,0,N/A
S,2019,S9232,Lancaster Del Sur Ranch C2 LLC,Unit 1,OP,12/31/2014,,PV,Photovoltaic,1.5,2628,0,SUN,0,N/A
S,2019,S9413,Lancaster Dry Farm Ranch B,Unit 1,OP,12/18/2014,,PV,Photovoltaic,5,12909,0,SUN,0,UNK
S,2019,S9415,Lancaster Little Rock C Solar PV,Unit 1,OP,12/15/2014,,PV,Photovoltaic,5,12671,0,SUN,0,UNK
S,2019,S0670,Lancaster Solar,Unit 1,OP,1/1/2018,,PV,Photovoltaic,5.5,10913.8,0,SUN,0,N/A
S,2019,S9233,Lancaster Solar 1 LLC,Unit 1,OP,12/12/2014,,PV,Photovoltaic,1.5,3448,0,SUN,0,UNK
S,2019,S9234,Lancaster Solar 2 LLC,Unit 1,OP,12/12/2014,,PV,Photovoltaic,1.5,3427,0,SUN,0,UNK
S,2019,S0612,Lancaster WAD B,Unit 1,OP,4/21/2017,,PV,Photovoltaic,3,8227,0,SUN,0,N/A
S,2019,S9287,LanWest Solar Farm LLC,Unit 1,OP,2/28/2014,,PV,Photovoltaic,3.5,4599,0,SUN,0,N/A
S,2019,S0219,LAPC Carport Shade Structures (Los Angeles Pierce College),1,OP,8/19/2010,,PV,Photovoltaic,1.46,2343,0,SUN,0,UNK
S,2019,S0219,LAPC Carport Shade Structures (Los Angeles Pierce College),2,OP,1/1/2012,,PV,Photovoltaic,0.63,970,0,SUN,0,UNK
G,2019,G0819,Larkspur Energy LLC,Larkspur1,OP,7/18/2001,,GT,Combustion (gas) Turbine,45,27218,296894,NG,0,DFO
G,2019,G0819,Larkspur Energy LLC,Larkspur2,OP,7/18/2001,,GT,Combustion (gas) Turbine,45,25405,264533,NG,0,DFO
G,2019,G0128,Lathrop Plant,1,OP,9/30/1995,,ST,Steam Turbine,4,10995,0,WH,0,UNK
S,2019,S0571,Lemoore PV 1 LLC,Unit 1,OP,1/29/2016,,PV,Photovoltaic,1.5,1401.24,0,SUN,0,N/A
S,2019,S9235,Leolani Solar 1 LLC,Unit 1,OP,12/31/2014,,PV,Photovoltaic,1.5,2628,0,SUN,0,N/A
S,2019,S9236,Leolani Solar 2 LLC,Unit 1,OP,12/31/2014,,PV,Photovoltaic,1,1752,0,SUN,0,N/A
H,2019,H0286,Lewiston,1,OP,2/1/1964,,HY,Hydraulic Turbine (conventional),0.35,1742,0,WAT,0,UNK
H,2019,H0287,Lime Saddle,1,OP,8/1/1906,,HY,Hydraulic Turbine (conventional),1,0.01,0,WAT,0,UNK
H,2019,H0287,Lime Saddle,2,OP,8/1/1906,,HY,Hydraulic Turbine (conventional),1,0.01,0,WAT,0,UNK
E,2019,E0225,Lincoln Landfill - WPWMA,Unit 1,OP,11/8/2004,,IC,"Internal Combustion Engine (diesel, piston)",0.81,4067.17,52501.2,LFG,0,UNK
E,2019,E0225,Lincoln Landfill - WPWMA,Unit 2,OP,11/8/2004,,IC,"Internal Combustion Engine (diesel, piston)",0.81,4067.17,52501.2,LFG,0,UNK
E,2019,E0225,Lincoln Landfill - WPWMA,Unit 3,OP,11/8/2004,,IC,"Internal Combustion Engine (diesel, piston)",0.81,4067.17,52501.2,LFG,0,UNK
E,2019,E0225,Lincoln Landfill - WPWMA,Unit 4,OP,11/1/2012,,IC,"Internal Combustion Engine (diesel, piston)",0.81,4067.17,52501.2,LFG,0,UNK
E,2019,E0225,Lincoln Landfill - WPWMA,Unit 5,OP,11/1/2012,,IC,"Internal Combustion Engine (diesel, piston)",0.81,4067.17,52501.2,LFG,0,UNK
E,2019,E0225,Lincoln Landfill - WPWMA,Unit 6,OP,11/1/2012,,IC,"Internal Combustion Engine (diesel, piston)",0.81,4067.17,52501.2,LFG,0,UNK
S,2019,S9268,Lincoln Solar Millenium Fund LLC_(Lincoln Solar #A),Unit 1,OP,12/31/2013,,PV,Photovoltaic,1.5,1971,0,SUN,0,N/A
S,2019,S9269,Lincoln Solar Millenium Fund LLC_(Lincoln Solar #B),Unit 1,OP,12/31/2013,,PV,Photovoltaic,1.5,1971,0,SUN,0,N/A
S,2019,S9270,Lincoln Solar Millenium Fund LLC_(Nicholas Solar #C),Unit 1,OP,12/31/2013,,PV,Photovoltaic,1.5,1971,0,SUN,0,N/A
S,2019,S0609,Lindsay Solar,LS,OP,1/15/2014,,PV,Photovoltaic,4,7379,0,SUN,0,N/A
G,2019,G0804,Linn Western Processing Generating Facility (Blacksand),182,OP,11/30/2000,,GT,Combustion (gas) Turbine,4,9422,144301,NG,0.01,UNK
G,2019,G0804,Linn Western Processing Generating Facility (Blacksand),183,OP,11/30/2000,,GT,Combustion (gas) Turbine,4,18367,284415,NG,0.01,UNK
G,2019,G0804,Linn Western Processing Generating Facility (Blacksand),190,OP,9/1/2012,,IC,"Internal Combustion Engine (diesel, piston)",0.33,765,0.01,NG,0.01,UNK
S,2019,S0589,Little Rock Pham Solar,Unit 1,OP,3/22/2016,,PV,Photovoltaic,3,8295.08,0,SUN,0,N/A
G,2019,G0315,Live Oak Cogen,LM5000,OP,4/1/1992,,GT,Combustion (gas) Turbine,47,17622,164967,NG,0,UNK
G,2019,G0380,Lodi,1,OP,2/1/1986,,GT,Combustion (gas) Turbine,27.4,497.05,8308.05,NG,0,UNK
G,2019,G0381,Lodi CC (NCPA STIG),1,OP,4/1/1996,,GT,Combustion (gas) Turbine,27.4,12758,121624,NG,0,OIL
G,2019,G1009,Lodi Energy Center,1,OP,10/27/2012,,CT,Combined Cycle - Combustion Turbine portion,187,772993,8673790,NG,0,UNK
G,2019,G1009,Lodi Energy Center,2,OP,10/27/2012,,CA,Combined Cycle - Steam Turbine portion,105.23,416320,0,NG,0,UNK
S,2019,S9237,Lola Energy 1 LLC,Unit 1,OP,12/31/2014,,PV,Photovoltaic,1,1752,0,SUN,0,N/A
S,2019,S9238,Lola Energy 2 LLC,Unit 1,OP,12/31/2014,,PV,Photovoltaic,1,1752,0,SUN,0,N/A
G,2019,G0317,Loma Linda University Cogeneration,GEN1,OP,11/1/1989,,CT,Combined Cycle - Combustion Turbine portion,5.2,26854,460820,NG,0,OIL
G,2019,G0317,Loma Linda University Cogeneration,GEN2,OP,11/1/1989,,CT,Combined Cycle - Combustion Turbine portion,5.2,31637,487358,NG,0,OIL
S,2019,S9153,Loma Linda VA Health Care System,1,OP,1/1/2012,,PV,Photovoltaic,2.03,3569,0,SUN,0,N/A
S,2019,S9153,Loma Linda VA Health Care System,2,OP,1/1/2011,,PV,Photovoltaic,0.8,1402,0,SUN,0,N/A
S,2019,S9032,Lomo Cold Storage LLC,1,OP,1/1/2012,,PV,Photovoltaic,1,1622,0,SUN,0,N/A
S,2019,S0328,Lone Valley Solar Park 1,1,OP,10/1/2014,,PV,Photovoltaic,10,23837.5,0,SUN,0,UNK
S,2019,S0329,Lone Valley Solar Park 2,2,OP,10/1/2014,,PV,Photovoltaic,20,46145,0,SUN,0,UNK
G,2019,G0319,Long Beach Generation LLC,GT 1,OP,8/1/2007,,GT,Combustion (gas) Turbine,65,3602.04,57883,NG,0,N/A
G,2019,G0319,Long Beach Generation LLC,GT 2,OP,8/1/2007,,GT,Combustion (gas) Turbine,65,3172.04,52502,NG,0,UNK
G,2019,G0319,Long Beach Generation LLC,GT 3,OP,8/1/2007,,GT,Combustion (gas) Turbine,65,3752.04,65550,NG,0,UNK
G,2019,G0319,Long Beach Generation LLC,GT 4,OP,8/1/2007,,GT,Combustion (gas) Turbine,65,4056.03,70318,NG,0,UNK
S,2019,S0545,LongBoat Solar,PV1,OP,12/1/2016,,PV,Photovoltaic,20,52482,0,SUN,0,N/A
H,2019,H0289,Loon Lake,Unit 1,OP,9/1/1971,,HY,Hydraulic Turbine (conventional),74.1,110999,0,WAT,0,UNK
S,2019,S9158,Los Angeles Community College District,1,OP,1/1/2013,,PV,Photovoltaic,2.28,3998,0,SUN,0,N/A
G,2019,G0776,Los Angeles Refinery (Tesoro),GEN1,OP,12/1/1982,,CT,Combined Cycle - Combustion Turbine portion,30,179241,2815000,NG,0,UNK
G,2019,G0776,Los Angeles Refinery (Tesoro),GEN2,OP,12/1/1982,,CT,Combined Cycle - Combustion Turbine portion,30,168209,2704290,NG,0,UNK
G,2019,G0776,Los Angeles Refinery (Tesoro),GEN3,OP,4/1/1991,,CA,Combined Cycle - Steam Turbine portion,23,24073.1,715177,NG,0,UNK
C,2019,C0002,Los Angeles Refinery - Calciner,UNIT 1,OP,12/1/1982,,ST,Steam Turbine,35.8,191101,3120120,PC,209311,NG
G,2019,G0866,Los Esteros Critical Energy Facility,LE1JT1-RP,OP,1/1/2013,,CT,Combined Cycle - Combustion Turbine portion,49.9,31383,332197,NG,0,UNK
G,2019,G0866,Los Esteros Critical Energy Facility,LE1JT2-RP,OP,1/1/2013,,CT,Combined Cycle - Combustion Turbine portion,49.9,38263,383036,NG,0,UNK
G,2019,G0866,Los Esteros Critical Energy Facility,LE1JT3-RP,OP,1/1/2013,,CT,Combined Cycle - Combustion Turbine portion,49.9,43169,466370,NG,0,UNK
G,2019,G0866,Los Esteros Critical Energy Facility,LE1JT4-RP,OP,1/1/2013,,CT,Combined Cycle - Combustion Turbine portion,49.9,35730,386948,NG,0,UNK
G,2019,G0866,Los Esteros Critical Energy Facility,LE1ST1,OP,8/7/2013,,CA,Combined Cycle - Steam Turbine portion,126.07,67059,245798,NG,0,UNK
S,2019,S9053,Los Gatos Tomato Products,1,OP,1/1/2012,,PV,Photovoltaic,1,1622,0,SUN,0,N/A
G,2019,G0780,Los Medanos Energy Center,LM1CT1,OP,7/1/2001,,CT,Combined Cycle - Combustion Turbine portion,172,596046,6641730,NG,0,UNK
G,2019,G0780,Los Medanos Energy Center,LM1CT2,OP,7/1/2001,,CT,Combined Cycle - Combustion Turbine portion,172,1185050,13070400,NG,0,UNK
G,2019,G0780,Los Medanos Energy Center,LM1ST1,OP,7/1/2001,,CA,Combined Cycle - Steam Turbine portion,250,926052,765106,NG,0,UNK
H,2019,H0238,Lost Creek 1,GEN1,OP,10/9/1989,,HY,Hydraulic Turbine (conventional),1.1,6497,0,WAT,0,UNK
G,2019,G0599,Lost Hills Cogeneration Plant,4,OP,10/1/1985,,GT,Combustion (gas) Turbine,3,18366,306535,NG,0,UNK
G,2019,G0599,Lost Hills Cogeneration Plant,5,OP,10/1/1985,,GT,Combustion (gas) Turbine,3,12123,207801,NG,0,UNK
G,2019,G0599,Lost Hills Cogeneration Plant,6,OP,10/1/1985,,GT,Combustion (gas) Turbine,3,13142,223053,NG,0,UNK
S,2019,S0340,Lost Hills Solar,LHS1,OP,4/17/2015,,PV,Photovoltaic,20,53312,0,SUN,0,UNK
H,2019,H0226,Lower Haypress Hydroelectric,L GEN,OP,1/1/1989,,HY,Hydraulic Turbine (conventional),5,6202,0,WAT,0,UNK
H,2019,H0296,Lundy,1,OP,12/1/1911,,HY,Hydraulic Turbine (conventional),3,13212,0,WAT,0,UNK
H,2019,H0298,Lytle Creek,1,OP,7/21/1947,,HY,Hydraulic Turbine (conventional),0.5,1800,0,WAT,0,UNK
H,2019,H0310,Madera Canal (Station 980 1174 1302 1923),980,OP,2/1/1985,,HY,Hydraulic Turbine (conventional),3.71,10024,0,WAT,0,UNK
S,2019,S9059,Madera Community Hospital,1,OP,1/1/2012,,PV,Photovoltaic,1,1622,0,SUN,0,N/A
E,2019,E0050,Madera Power (offline 3/28/2012 - repowered 2013),1,IS,6/1/2001,,ST,Steam Turbine,25,0.12,0.06,WDS,0,PG
G,2019,G0329,Magnolia,GT,OP,9/22/2005,,CT,Combined Cycle - Combustion Turbine portion,198.9,955748,11497800,NG,0,UNK
G,2019,G0329,Magnolia,ST,OP,9/22/2005,,CA,Combined Cycle - Steam Turbine portion,188.7,615298,761.01,NG,0,NG
G,2019,G0220,Malaga Peaking Plant,1,OP,6/1/2005,,GT,Combustion (gas) Turbine,49,8196,89503,NG,0,UNK
G,2019,G0220,Malaga Peaking Plant,2,OP,6/1/2005,,GT,Combustion (gas) Turbine,49,8244,92737,NG,0,UNK
G,2019,G0894,Malburg Power Plant,M1,OP,10/17/2005,,CT,Combined Cycle - Combustion Turbine portion,40,198963,2518320,NG,0,OBG
G,2019,G0894,Malburg Power Plant,M2,OP,10/17/2005,,CT,Combined Cycle - Combustion Turbine portion,40,194815,2501350,NG,0,OBG
G,2019,G0894,Malburg Power Plant,M3,OP,10/17/2005,,CA,Combined Cycle - Steam Turbine portion,50,215191,0,NG,0,OBG
T,2019,T0035,Mammoth Pacific I,U100,OP,11/1/1984,,ST,Steam Turbine,5,27303,0,GEO,0,UNK
T,2019,T0035,Mammoth Pacific I,U200,OP,11/1/1984,,ST,Steam Turbine,5,28367,0,GEO,0,UNK
T,2019,T0036,Mammoth Pacific II,T101,OP,12/1/1990,,ST,Steam Turbine,5,22696,0,GEO,0,UNK
T,2019,T0036,Mammoth Pacific II,T102,OP,12/1/1990,,ST,Steam Turbine,5,22544,0,GEO,0,UNK
T,2019,T0036,Mammoth Pacific II,T103,OP,12/1/1990,,ST,Steam Turbine,5,23760,0,GEO,0,UNK
H,2019,H0313,Mammoth Pool,UNIT 1,OP,3/1/1960,,HY,Hydraulic Turbine (conventional),187,513546,0,WAT,0,UNK
S,2019,S0644,Manteca Land 1,Unit 1,OP,12/28/2017,,PV,Photovoltaic,1,1976.43,0,SUN,0,N/A
W,2019,W0420,Manzana Wind,WPRS 1,OP,12/20/2012,,WT,Wind Turbine,189,490645,0,WND,0,N/A
S,2019,S9009,Mariani Packing Co. Inc.,1,OP,1/1/2012,,PV,Photovoltaic,1,1622,0,SUN,0,N/A
S,2019,S0412,Maricopa West Solar PV,1,OP,12/30/2015,,PV,Photovoltaic,20,45107,0,SUN,0,UNK
E,2019,E0135,Marina Landfill Gas (Monterey Regional Waste Management Dst),U1,OP,4/1/1997,,IC,"Internal Combustion Engine (diesel, piston)",1.6,9654,93052,LFG,0,UNK
E,2019,E0135,Marina Landfill Gas (Monterey Regional Waste Management Dst),U2,OP,9/1/2002,,IC,"Internal Combustion Engine (diesel, piston)",1.06,8158,78633,LFG,0,UNK
E,2019,E0135,Marina Landfill Gas (Monterey Regional Waste Management Dst),U3,OS,4/1/1998,,IC,"Internal Combustion Engine (diesel, piston)",0.99,7534,72618,LFG,0,UNK
E,2019,E0135,Marina Landfill Gas (Monterey Regional Waste Management Dst),U4,OS,3/1/1997,,IC,"Internal Combustion Engine (diesel, piston)",1.43,11176,107722,LFG,0,UNK
G,2019,G1015,Mariposa Energy LLC,Mariposa 1,OP,10/1/2012,,GT,Combustion (gas) Turbine,50,22895,249136,NG,0,UNK
G,2019,G1015,Mariposa Energy LLC,Mariposa 2,OP,10/1/2012,,GT,Combustion (gas) Turbine,50,22706,245627,NG,0,UNK
G,2019,G1015,Mariposa Energy LLC,Mariposa 3,OP,10/1/2012,,GT,Combustion (gas) Turbine,50,22793,240497,NG,0,UNK
G,2019,G1015,Mariposa Energy LLC,Mariposa 4,OP,10/1/2012,,GT,Combustion (gas) Turbine,50,22313,243828,NG,0,UNK
S,2019,S9068,Market & Second Inc/Real Energy,1,OP,1/1/2012,,PV,Photovoltaic,1,1622,0,SUN,0,N/A
G,2019,G1011,Marsh Landing Generating Station,MLGS-1,OP,5/1/2013,,GT,Combustion (gas) Turbine,207,10646,159410,NG,0,UNK
G,2019,G1011,Marsh Landing Generating Station,MLGS-2,OP,5/1/2013,,GT,Combustion (gas) Turbine,207,16443,216470,NG,0,UNK
G,2019,G1011,Marsh Landing Generating Station,MLGS-3,OP,5/1/2013,,GT,Combustion (gas) Turbine,207,10905,144650,NG,0,UNK
G,2019,G1011,Marsh Landing Generating Station,MLGS-4,OP,5/1/2013,,GT,Combustion (gas) Turbine,207,25235,292850,NG,0,UNK
G,2019,G0613,Martinez Cogen Limited,TG-101-T1,OP,2/1/1987,,CT,Combined Cycle - Combustion Turbine portion,38.4,290685,3902550,NG,0,OG
G,2019,G0613,Martinez Cogen Limited,TG-102-T2,OP,5/1/1987,,CT,Combined Cycle - Combustion Turbine portion,38.4,295394,3466520,NG,0,OG
G,2019,G0613,Martinez Cogen Limited,TG-103,OP,5/1/1987,,CA,Combined Cycle - Steam Turbine portion,38.4,105700,0,NG,0,UNK
G,2019,G0755,Martinez Refinery,TG-101-T1,OP,11/1/1995,,CT,Combined Cycle - Combustion Turbine portion,39.5,340693,4255570,NG,0,UNK
G,2019,G0755,Martinez Refinery,TG-102-T2,OP,1/1/1996,,CT,Combined Cycle - Combustion Turbine portion,39.5,321248,4101920,NG,0,PG
G,2019,G0755,Martinez Refinery,TG-103,OP,12/1/1995,,CA,Combined Cycle - Steam Turbine portion,19.5,165666,0,NG,0,UNK
S,2019,S9034,Maxco Supply Inc.,1,OP,1/1/2012,,PV,Photovoltaic,1,1622,0,SUN,0,N/A
T,2019,T0055,McCabe #5-#6,MCST5,OP,12/1/1971,,ST,Steam Turbine,55,313758,0,GEO,0,UNK
T,2019,T0055,McCabe #5-#6,MCST6,OP,12/1/1971,,ST,Steam Turbine,55,321704,0,GEO,0,UNK
G,2019,G0335,McClellan,1,OP,3/1/1986,,GT,Combustion (gas) Turbine,74.2,2195.06,28506,NG,0,UNK
G,2019,G0336,McClure,1,OP,7/1/1980,,GT,Combustion (gas) Turbine,56,1491.86,25288,DFO,1656.04,NG
G,2019,G0336,McClure,2,OP,7/1/1981,,GT,Combustion (gas) Turbine,56,1166.78,20994,NG,0,DFO
S,2019,S0346,McCoy Solar LLC,Unit 1,OP,8/8/2015,,PV,Photovoltaic,250,619474,0,SUN,0,UNK
G,2019,G1041,McGrath Peaker,1,OP,11/1/2012,,GT,Combustion (gas) Turbine,49,19740,198747,NG,0,UNK
S,2019,S0180,McHenry Solar Plant,1,OP,7/20/2012,,PV,Photovoltaic,25.5,61157,0,SUN,0,UNK
G,2019,G0339,McKittrick Cogen,LM5000,OP,11/1/1991,,GT,Combustion (gas) Turbine,47,15387,145479,NG,0,UNK
G,2019,G0600,McKittrick Cogeneration Plant,McK 1,OP,6/6/2012,,GT,Combustion (gas) Turbine,5.6,36835,708274,NG,0,UNK
G,2019,G0600,McKittrick Cogeneration Plant,McK 2,OP,6/6/2012,,GT,Combustion (gas) Turbine,5.6,38086,706184,NG,0,UNK
H,2019,H0316,McSwain,MCS-1,OP,7/1/1967,,HY,Hydraulic Turbine (conventional),9,46385,0,WAT,0,UNK
H,2019,H0324,Merced Falls,Unit 598,OP,7/21/1930,,HY,Hydraulic Turbine (conventional),3.5,12492,0,WAT,0,UNK
H,2019,H0325,Merced ID (Parker),1,OP,4/1/1982,,HY,Hydraulic Turbine (conventional),2.7,4321,0,WAT,0,UNK
E,2019,E0007,Merced Power (El Nido),Unit 1,OP,8/15/2008,,ST,Steam Turbine,12.5,46593,996608,WDS,1463,NG
S,2019,S0429,Merced Solar,Unit 1,OP,4/1/2015,,PV,Photovoltaic,1.5,3818.91,0,SUN,0,UNK
S,2019,S0162,Meridian (Paso Robles Solar LLC),1,OP,11/29/2010,,PV,Photovoltaic,1.14,1759,0,SUN,0,UNK
S,2019,S0584,Mesa Crest (Lilac),Unit 1,OP,9/17/2016,,PV,Photovoltaic,3,7198.34,0,SUN,0,N/A
W,2019,W0260,Mesa Wind Power Corporation,WPRS 1,OP,11/29/1984,,WT,Wind Turbine,29.9,2282.17,0,WND,0,N/A
S,2019,S0254,Mesquite Solar 1 (AZ),MS1,OP,1/1/2014,,PV,Photovoltaic,165,412784,0,SUN,0,UNK
S,2019,S0561,Mesquite Solar 2 (AZ),MS2,OP,11/1/2016,,PV,Photovoltaic,100.81,256048,0,SUN,0,N/A
S,2019,S0562,Mesquite Solar 3 (AZ),MS3,OP,8/1/2016,,PV,Photovoltaic,152,445637,0,SUN,0,N/A
G,2019,G0794,Metcalf Energy Center,MF1CT1,OP,6/1/2005,,CT,Combined Cycle - Combustion Turbine portion,182.4,799120,9369190,NG,0,UNK
G,2019,G0794,Metcalf Energy Center,MF1CT2,OP,6/1/2005,,CT,Combined Cycle - Combustion Turbine portion,182.4,793035,9369180,NG,0,UNK
G,2019,G0794,Metcalf Energy Center,MF1ST1,OP,6/1/2005,,CA,Combined Cycle - Steam Turbine portion,201,973610,441060,NG,0,UNK
G,2019,G0204,MID Ripon,Ripon 1,OP,6/21/2006,,GT,Combustion (gas) Turbine,50,9291.99,100373,NG,0,N/A
G,2019,G0204,MID Ripon,Ripon 2,OP,6/21/2006,,GT,Combustion (gas) Turbine,50,3785.6,67817,NG,0,UNK
S,2019,S9132,Mid Valley Dairy,1,OP,1/1/2012,,PV,Photovoltaic,1.5,2432,0,SUN,0,N/A
H,2019,H0275,Middle Fork American River,UNIT 1,OP,10/1/1966,,HY,Hydraulic Turbine (conventional),61,362551,0,WAT,0,UNK
H,2019,H0275,Middle Fork American River,UNIT 2,OP,10/1/1966,,HY,Hydraulic Turbine (conventional),55,397658,0,WAT,0,UNK
H,2019,H0328,Middle Gorge,Unit 1,OP,5/1/1952,,HY,Hydraulic Turbine (conventional),37.5,94972,0,WAT,0,UNK
H,2019,H0623,Middle Haypress Hydroelectric,U GEN,OP,12/1/1988,,HY,Hydraulic Turbine (conventional),5,9303,0,WAT,0,UNK
G,2019,G0998,Midway LLC - Starwood Power - CalPeak Power,Unit 1,SB,5/5/2009,,GT,Combustion (gas) Turbine,69.9,24629,282959,NG,0,UNK
G,2019,G0998,Midway LLC - Starwood Power - CalPeak Power,Unit 2,SB,5/5/2009,,GT,Combustion (gas) Turbine,69.9,26512,307560,NG,0,UNK
S,2019,S0522,Midway Solar Farm I,Unit 1,OP,12/14/2017,,PV,Photovoltaic,49.9,130025,0,SUN,0,N/A
S,2019,S0600,"Midway Solar Farm II (96WI 8ME, LLC)",Unit 1,OP,6/27/2017,,PV,Photovoltaic,30.75,79374,0,SUN,0,N/A
